goldID	organismName	ncbiBioprojectID	ncbiTaxID	Ecosystem	EcosystemCategory	EcosystemType
Gb0000660	Ignicoccus hospitalis KIN4/I, DSM 18386	PRJNA17	224911	Environmental	Aquatic	Marine
Gb0000661	Vibrio vulnificus CMCP6	PRJNA349	216895	Host-associated	Human	Unclassified
Gb0000663	Escherichia coli O6:K2:H1 CFT073 (UPEC)	PRJNA313	199310	Host-associated	Human	Unclassified
Gb0000666	Mycoplasma penetrans HF-2	PRJNA176	272633	Host-associated	NA	NA
Gb0000667	Streptococcus mutans UA159	PRJNA333	210007	Host-associated	Human	Digestive system
Gb0000668	Bifidobacterium longum NCC2705	PRJNA328	206672	Host-associated	Human	Digestive system
Gb0000670	Francisella tularensis holarctica FTA (FTNF002-00)	PRJNA310	198214	Host-associated	Human	Unclassified
Gb0000674	Plasmodium falciparum 3D7	PRJNA13173	36329	Host-associated	NA	NA
Gb0000675	Brucella suis bv 1, 1330	PRJNA320	204722	Host-associated	Mammals	Unclassified
Gb0000676	Streptococcus agalactiae NEM316	PRJNA334	211110	Host-associated	Animal	Circulatory system
Gb0000679	Streptococcus agalactiae 2603V/R	PRJNA330	208435	Host-associated	Unclassified	Unclassified
Gb0000682	Yersinia pestis KIM 10	PRJNA288	187410	Host-associated	NA	NA
Gb0000683	Streptococcus pyogenes M3, MGAS315	PRJNA311	198466	Host-associated	Human	Unclassified
Gb0000686	Buchnera aphidicola Sg	PRJNA312	198804	Host-associated	Insecta	Unclassified
Gb0000687	Staphylococcus aureus aureus MW2	PRJNA306	196620	Host-associated	Plants	Unclassified
Gb0000688	Arsenophonus nasoniae	PRJNA37749	638	Host-associated	Insecta	Unclassified
Gb0000689	Xanthomonas axonopodis pv. citri 306	PRJNA297	190486	Host-associated	Plants	Unclassified
Gb0000690	Bacillus amyloliquefaciens plantarum FZB42	PRJNA43369	709015	Environmental	Terrestrial	Soil
Gb0000691	Xanthomonas campestris pv campestris ATCC 33913	PRJNA296	190485	Host-associated	Plants	Unclassified
Gb0000694	Fusobacterium nucleatum nucleatum ATCC 25586	PRJNA295	190304	Host-associated	Animal	Reproductive system
Gb0000699	Streptococcus pyogenes M18, MGAS8232	PRJNA286	186103	Host-associated	Animal	Respiratory system
Gb0000703	Methanoregula boonei 6A8	PRJNA13	267608	Environmental	Aquatic	Freshwater
Gb0000706	Campylobacter jejuni doylei 269.97	PRJNA180	224914	Host-associated	Human	Circulatory system
Gb0000707	Yersinia pseudotuberculosis IP 31758	PRJNA283	176299	Host-associated	Animal	Digestive system
Gb0000710	Parvibaculum lavamentivorans DS-1	PRJNA13833	284813	Engineered	Wastewater	Unclassified
Gb0000713	Listeria monocytogenes EGD-e	PRJNA276	169963	Host-associated	Mammals	Unclassified
Gb0000715	Salmonella enterica enterica sv Typhimurium LT2	PRJNA241	99287	Host-associated	Human	Unclassified
Gb0000719	Streptococcus pneumoniae R6	PRJNA278	171101	Host-associated	NA	NA
Gb0000720	Fervidobacterium nodosum Rt17-B1	PRJNA34	214092	Environmental	Aquatic	Thermal springs
Gb0000722	Rickettsia conorii Malish 7	PRJNA42	272944	Host-associated	Human	Unclassified
Gb0000724	Oxalobacter formigenes OXCC13	PRJNA32499	556269	Host-associated	Animal	Digestive system
Gb0000727	Streptococcus pneumoniae TIGR4	PRJNA277	170187	Host-associated	Human	Circulatory system
Gb0000736	Staphylococcus aureus aureus M	PRJNA263	158878	Host-associated	Human	Unclassified
Gb0000737	Staphylococcus aureus aureus N315	PRJNA264	158879	Host-associated	Mammals	Respiratory system
Gb0000738	Streptococcus pyogenes M1, GAS SF370	PRJNA269	160490	Host-associated	Human	Unclassified
Gb0000739	Pasteurella multocida multocida Pm70	PRJNA39	272843	Host-associated	Birds	Unclassified
Gb0000742	Escherichia coli O157:H7 Sakai (EHEC)	PRJNA226	386585	Host-associated	Human	Unclassified
Gb0000743	Mycobacterium leprae TN	PRJNA90	272631	Host-associated	Mammals	Unclassified
Gb0000748	Mesorhizobium loti MAFF303099	PRJNA18	266835	Host-associated	Birds	Unclassified
Gb0000750	Campylobacter hominis ATCC BAA-381	PRJNA101	273119	Host-associated	Human	Digestive system
Gb0000751	Pseudomonas aeruginosa PAO1	PRJNA331	208964	Host-associated	Human	Unclassified
Gb0000753	Buchnera aphidicola APS	PRJNA245	107806	Host-associated	Insecta	Unclassified
Gb0000754	Vibrio cholerae O1 bv El Tor, N16961	PRJNA36	243277	Host-associated	Animal	Digestive system
Gb0000755	Xylella fastidiosa 9a5c	PRJNA271	160492	Host-associated	Plants	Unclassified
Gb0000756	Chlamydophila pneumoniae J138	PRJNA257	138677	Host-associated	Human	Skin
Gb0000757	Escherichia coli MS 21-1	PRJNA47205	749527	Host-associated	Human	Unclassified
Gb0000759	Neisseria meningitidis Z2491	PRJNA252	122587	Host-associated	Animal	Unclassified
Gb0000761	Chlamydia muridarum MoPn / Nigg	PRJNA229	243161	Host-associated	Mammals	Unclassified
Gb0000762	Chlamydophila pneumoniae AR39	PRJNA247	115711	Host-associated	Human	Unclassified
Gb0000763	Neisseria meningitidis MC58	PRJNA251	122586	Host-associated	Human	Unclassified
Gb0000764	Campylobacter jejuni jejuni NCTC 11168	PRJNA8	192222	Host-associated	Human	Unclassified
Gb0000768	Chlamydophila pneumoniae CWL029	PRJNA248	115713	Host-associated	NA	NA
Gb0000769	Helicobacter pylori J99	PRJNA234	85963	Host-associated	Human	Unclassified
Gb0000771	Rickettsia prowazekii Madrid E	PRJNA43	272947	Host-associated	Human	Unclassified
Gb0000772	Chlamydia trachomatis D/UW-3/CX (sv D)	PRJNA45	272561	Host-associated	NA	NA
Gb0000773	Treponema pallidum pallidum Nichols	PRJNA5	243276	Host-associated	Human	Unclassified
Gb0000774	Mycobacterium tuberculosis H37Rv	PRJNA224	83332	Host-associated	Human	Respiratory system
Gb0000777	Borrelia burgdorferi B31	PRJNA3	224326	Host-associated	Insecta	Unclassified
Gb0000782	Escherichia coli MS 57-2	PRJNA47209	749529	Host-associated	Human	Unclassified
Gb0000783	Klebsiella sp. MS 92-3	PRJNA47223	749535	Host-associated	Human	Unclassified
Gb0000785	Escherichia coli K-12, MG1655	PRJNA225	511145	Host-associated	Human	Unclassified
Gb0000786	Helicobacter pylori 26695	PRJNA233	85962	Host-associated	Human	Unclassified
Gb0000788	Mycoplasma pneumoniae M129	PRJNA99	272634	Host-associated	Human	Unclassified
Gb0000790	Staphylococcus aureus RCH_I19	PRJNA39997	665935	NA	NA	NA
Gb0000792	Mycoplasma genitalium G37	PRJNA97	243273	Host-associated	Animal	Reproductive system
Gb0000793	Haemophilus influenzae Rd (KW20)	PRJNA219	71421	Host-associated	Human	Unclassified
Gb0000814	Escherichia coli MS 60-1	PRJNA47211	749530	Host-associated	Human	Unclassified
Gb0000825	Escherichia coli MS 69-1	PRJNA47213	749531	Host-associated	Human	Unclassified
Gb0000826	Mycoplasma genitalium M2321	PRJNA39739	2097	Host-associated	Animal	Reproductive system
Gb0000845	Escherichia coli MS 78-1	PRJNA47217	749532	Host-associated	Human	Unclassified
Gb0000864	Acinetobacter baumannii AB0057	PRJNA21111	480119	Host-associated	Human	Circulatory system
Gb0000865	Acinetobacter baumannii VEB	PRJNA13000	470	Host-associated	NA	NA
Gb0000866	Escherichia coli MS 84-1	PRJNA47219	749533	Host-associated	Human	Unclassified
Gb0000867	Acinetobacter baumannii SDF	PRJNA13001	509170	Host-associated	Insecta	Unclassified
Gb0000870	Anaeromyxobacter sp. Fw109-5	PRJNA32179	272556	Environmental	Aquatic	Sediment
Gb0000871	Actinobacillus pleuropneumoniae sv 1 4074	PRJNA198	228399	Host-associated	Mammals	Respiratory system
Gb0000872	Actinobacillus pleuropneumoniae sv 3 JL03	PRJNA19135	434271	Host-associated	Mammals	Respiratory system
Gb0000875	Actinomyces naeslundii MG1	PRJNA12510	240017	Host-associated	NA	NA
Gb0000877	Actinomyces odontolyticus ATCC 17982	PRJNA18171	411466	Host-associated	Human	Digestive system
Gb0000878	Marvinbryantia formatexigens I-52, DSM 14469	PRJNA21051	478749	Host-associated	Human	Digestive system
Gb0000879	Bifidobacterium adolescentis L2-32	PRJNA18197	411481	Host-associated	Human	Digestive system
Gb0000880	Bacillus cereus cytotoxis NVH 391-98	PRJNA18167	411903	Host-associated	Plants	Unclassified
Gb0000882	Subdoligranulum variabile DSM 15176	PRJNA18181	411471	Host-associated	Human	Digestive system
Gb0000883	Bacteroides caccae ATCC 43185	PRJNA18163	411901	Host-associated	Human	Digestive system
Gb0000884	Bacteroides intestinalis 341, DSM 17393	PRJNA20523	471870	Host-associated	Human	Digestive system
Gb0000885	Clostridium sporogenes ATCC 15579	PRJNA20549	471871	Host-associated	Human	Digestive system
Gb0000886	Proteus penneri ATCC 35198	PRJNA20551	471881	Host-associated	Human	Digestive system
Gb0000887	Providencia stuartii ATCC 25827	PRJNA20553	471874	Host-associated	Human	Digestive system
Gb0000888	Ruminococcus lactaris ATCC 29176	PRJNA20557	471875	Host-associated	Human	Digestive system
Gb0000889	Streptococcus infantarius infantarius ATCC BAA-102	PRJNA20527	471872	Host-associated	Human	Digestive system
Gb0000890	Anolis carolinensis	PRJNA20707	471876	Host-associated	Animal	Unclassified
Gb0000891	Parabacteroides merdae ATCC 43184	PRJNA18193	411477	Host-associated	Human	Digestive system
Gb0000892	Bacteroides ovatus ATCC 8483	PRJNA18191	411476	Host-associated	Human	Digestive system
Gb0000893	Bacteroides uniformis ATCC 8492	PRJNA18195	411479	Host-associated	Human	Digestive system
Gb0000894	Anaerostipes caccae DSM 14662	PRJNA18213	411490	Host-associated	Human	Digestive system
Gb0000895	Pseudoflavonifractor capillosus ATCC 29799	PRJNA18173	411467	Host-associated	Human	Digestive system
Gb0000896	Clostridium bolteae ATCC BAA-613	PRJNA18165	411902	Host-associated	Human	Digestive system
Gb0000897	Clostridium scindens ATCC 35704	PRJNA18175	411468	Host-associated	Human	Digestive system
Gb0000898	Clostridium spiroforme DSM 1552	PRJNA18925	428126	Host-associated	Human	Digestive system
Gb0000899	Clostridium symbiosum ATCC 14940	PRJNA18183	411472	Host-associated	Human	Digestive system
Gb0000900	Starkeya novella DSM 506	PRJNA18209	411488	Environmental	Terrestrial	Soil
Gb0000902	Shewanella baltica OS185	PRJNA18211	411489	Environmental	Aquatic	Marine
Gb0000903	Janthinobacterium sp. Marseille	PRJNA18205	411486	Host-associated	Animal	Unclassified
Gb0000904	Marinomonas sp. MWYL1	PRJNA18201	411484	Host-associated	Plants	Unclassified
Gb0000905	Pseudomonas aeruginosa PA7	PRJNA18187	411474	Host-associated	Unclassified	Unclassified
Gb0000906	Actinobacillus succinogenes 130Z	PRJNA20525	470146	Host-associated	Mammals	Digestive system
Gb0000907	Klebsiella pneumoniae pneumoniae MGH78578	PRJNA18155	411461	Host-associated	Human	Unclassified
Gb0000909	Phytophthora sojae P6497	PRJNA18157	411462	NA	NA	NA
Gb0000910	Kineococcus radiotolerans SRS30216	PRJNA18177	411469	Engineered	Solid waste	Unclassified
Gb0000911	Flavonifractor plautii ATCC 29863	PRJNA18189	411475	Host-associated	Human	Digestive system
Gb0000912	Eubacterium sp. L2-7, DSM 17630	PRJNA18207	411487	Host-associated	Human	Digestive system
Gb0000913	Eubacterium ventriosum ATCC 27560	PRJNA18159	411463	Host-associated	Human	Digestive system
Gb0000914	Faecalibacterium prausnitzii A2-165	PRJNA18199	411483	Host-associated	Human	Digestive system
Gb0000915	Faecalibacterium prausnitzii M21/2	PRJNA18203	411485	Host-associated	Human	Digestive system
Gb0000916	Parvimonas micra ATCC 33270	PRJNA18169	411465	Host-associated	Human	Respiratory system
Gb0000917	Ruminococcus callidus ATCC 27760	PRJNA18185	411473	Host-associated	Human	Digestive system
Gb0000918	Ruminococcus obeum ATCC 29174	PRJNA18147	411459	Host-associated	Human	Digestive system
Gb0000919	Ruminococcus torques ATCC 27756	PRJNA18153	411460	Host-associated	Human	Digestive system
Gb0000920	Shewanella baltica OS185	PRJNA18161	411464	Environmental	Aquatic	Marine
Gb0000921	Borrelia afzelii K78	PRJNA158661	411555	Host-associated	Animal	Skin
Gb0000922	Borrelia duttonii Ly	PRJNA18231	412419	Host-associated	Human	Unclassified
Gb0000923	Borrelia recurrentis A1	PRJNA18233	412418	Host-associated	Human	Unclassified
Gb0000924	Borrelia turicatae 91E135	PRJNA13597	314724	Host-associated	Insecta	Unclassified
Gb0000925	Francisella tularensis holarctica 257	PRJNA18251	412422	Host-associated	NA	NA
Gb0000926	Opitutaceae sp. TAV2	PRJNA18333	278957	Host-associated	Insecta	Digestive system
Gb0000930	Janthinobacterium sp. Marseille	PRJNA13402	311403	Host-associated	Animal	Unclassified
Gb0000931	Akkermansia muciniphila ATCC BAA-835	PRJNA20089	349741	Host-associated	Human	Digestive system
Gb0000938	Anaplasma marginale Florida	PRJNA16369	320483	Host-associated	Mammals	Circulatory system
Gb0000948	Clostridium thermocellum JW 20, DSM 4150	PRJNA28257	492476	Host-associated	Plants	Unclassified
Gb0000954	Candidatus Phytoplasma australiense	PRJNA29469	59748	Host-associated	Plants	Unclassified
Gb0000957	Atopobium minutum ATCC 33267	PRJNA13208	1381	Host-associated	Human	Skin
Gb0000958	Atopobium vaginae DSM 15829	PRJNA46677	525256	Host-associated	Human	Reproductive system
Gb0000959	Streptococcus dysgalactiae dysgalactiae NADC Z-8, ATCC 27957	PRJNA39781	663952	Host-associated	Mammals	Reproductive system
Gb0000960	Actinobacillus succinogenes 130Z	PRJNA39783	663954	Host-associated	Mammals	Digestive system
Gb0000968	Bacillus anthracis A2012 (Florida isolate)	PRJNA299	191218	Host-associated	Human	Unclassified
Gb0000969	Bacillus anthracis Kruger B	PRJNA324	205919	Host-associated	Human	Unclassified
Gb0000970	Klebsiella pneumoniae pneumoniae MGH78578	PRJNA337	212045	Host-associated	Human	Unclassified
Gb0000971	Bacillus anthracis A1055	PRJNA10795	280355	Host-associated	NA	NA
Gb0000972	Bacillus anthracis Australia 94	PRJNA10799	280477	Host-associated	NA	NA
Gb0000973	Bacillus anthracis CNEVA-9066	PRJNA10796	280354	Host-associated	Human	Unclassified
Gb0000974	Bacillus anthracis Vollum	PRJNA10797	261591	Host-associated	NA	NA
Gb0000976	Brevibacillus sp PNG 276	PRJNA16295	365043	Host-associated	Animal	Unclassified
Gb0000977	Bacillus cereus G9241	PRJNA10788	269801	Host-associated	NA	NA
Gb0000979	Bacillus cereus AH187 (F4810/72)	PRJNA17715	405534	Host-associated	Human	Digestive system
Gb0000982	Bacillus cereus AH820	PRJNA17711	405535	Host-associated	Animal	Digestive system
Gb0000983	Bacillus cereus W	PRJNA17717	405917	Host-associated	NA	NA
Gb0000984	Bacillus anthracis Tsiankovskii-I	PRJNA17709	405536	Host-associated	NA	NA
Gb0000987	Bacillus cereus H3081.97	PRJNA19957	451708	Host-associated	Animal	Digestive system
Gb0000988	Bacillus cereus AH1134	PRJNA17719	405533	Host-associated	Human	Unclassified
Gb0000989	Prevotella bivia 653C, DSM 20514	PRJNA50753	868129	Host-associated	Human	Skin
Gb0000992	Bacillus cereus G9842	PRJNA17733	405531	Host-associated	Animal	Digestive system
Gb0000993	Bacillus cereus B4264	PRJNA17731	405532	Host-associated	Human	Unclassified
Gb0000996	Bacillus cereus F837/76	PRJNA15716	347495	Host-associated	Unclassified	Unclassified
Gb0001004	Petrotoga mobilis SJ95	PRJNA42073	695560	Environmental	Aquatic	Marine
Gb0001007	Shewanella baltica OS195	PRJNA30619	491071	Environmental	Aquatic	Marine
Gb0001008	Hemiselmis andersenii CCMP 644 (nucleomorph)	PRJNA30617	491073	Environmental	Aquatic	Marine
Gb0001009	Prochlorococcus marinus MIT 9211	PRJNA30621	491072	Environmental	Aquatic	Marine
Gb0001011	Bombyx mori Dazao	PRJNA31457	491075	NA	NA	NA
Gb0001014	Staphylococcus aureus aureus Newman	PRJNA30623	491074	Host-associated	Human	Unclassified
Gb0001027	Flavobacterium psychrophilum JIP02/86	PRJNA319	203275	Host-associated	Fish	Excretory system
Gb0001030	Corynebacterium kroppenstedtii DSM 44385	PRJNA40003	665959	Host-associated	Human	Respiratory system
Gb0001031	Mycobacterium tuberculosis H37Ra	PRJNA183545	311784	Host-associated	Human	Respiratory system
Gb0001032	Psychrobacter sp. PRwf-1	PRJNA50405	862962	Host-associated	Fish	Skin
Gb0001034	Methanobrevibacter smithii PS, ATCC 35061	PRJNA13486	774	Engineered	Wastewater	Unclassified
Gb0001035	Lactobacillus reuteri F275, JCM 1112	PRJNA28109	382640	Host-associated	Human	Digestive system
Gb0001036	Pseudomonas putida F1	PRJNA13487	326426	Environmental	Aquatic	Freshwater
Gb0001037	Sphingomonas wittichii RW1	PRJNA42883	552531	Environmental	Aquatic	Freshwater
Gb0001038	Brucella ovis ATCC 25840	PRJNA18773	205913	Host-associated	Mammals	Unclassified
Gb0001039	Mycoplasma agalactiae PG2	PRJNA17189	391904	Host-associated	Mammals	Unclassified
Gb0001040	Petrotoga mobilis SJ95	PRJNA17583	401473	Environmental	Aquatic	Marine
Gb0001041	Legionella pneumophila Corby	PRJNA20555	473819	Host-associated	Human	Unclassified
Gb0001044	Staphylococcus aureus aureus JH9	PRJNA49163	765066	Host-associated	Human	Unclassified
Gb0001045	Clavibacter michiganensis michiganensis NCPPB 382	PRJNA31103	331104	Host-associated	Plants	Unclassified
Gb0001047	Bradyrhizobium sp. BTAi1	PRJNA29357	521007	Host-associated	Plants	Unclassified
Gb0001048	Geobacter uraniireducens Rf4	PRJNA29637	314723	Engineered	Bioremediation	Metal
Gb0001053	Dehalococcoides mccartyi BAV1	PRJNA20243	483179	Environmental	Aquatic	Freshwater
Gb0001054	Vibrio cholerae O395	PRJNA18999	430066	Host-associated	Human	Unclassified
Gb0001055	Pelotomaculum thermopropionicum SI	PRJNA20371	470137	Engineered	Wastewater	Unclassified
Gb0001057	Orientia tsutsugamushi Boryong	PRJNA339	216591	Host-associated	Human	Unclassified
Gb0001058	Dichelobacter nodosus VCS1703A	PRJNA16169	350702	NA	NA	NA
Gb0001062	Leishmania infantum JPCM5 (MCAN/ES/98/LLM-877)	PRJNA33901	626418	Host-associated	Mammals	Unclassified
Gb0001064	Streptococcus suis 98HAH33	PRJNA13988	334803	Host-associated	Human	Unclassified
Gb0001065	Streptococcus suis 05ZYH33	PRJNA13987	334802	Host-associated	Human	Unclassified
Gb0001066	Shewanella putrefaciens CN-32	PRJNA16352	370895	Environmental	Terrestrial	Geologic
Gb0001067	Pseudomonas mendocina ymp	PRJNA19147	436115	Environmental	Aquatic	Sediment
Gb0001068	Succinivibrionaceae bacterium WG-1	PRJNA19535	441162	Host-associated	Mammals	Digestive system
Gb0001069	Caldicellulosiruptor saccharolyticus DSM 8903	PRJNA19537	441163	Environmental	Aquatic	Thermal springs
Gb0001070	Shewanella baltica OS195	PRJNA19495	441154	Environmental	Aquatic	Marine
Gb0001071	Pseudomonas stutzeri A1501	PRJNA19507	441160	Host-associated	Plants	Rhizoplane
Gb0001073	Salinispora tropica CNB-440	PRJNA19497	441156	Environmental	Terrestrial	Geologic
Gb0001074	Yersinia pestis Pestoides F	PRJNA19503	441158	Host-associated	NA	NA
Gb0001075	Polynucleobacter necessarius asymbioticus QLW-P1DMWA-1	PRJNA19505	441159	Environmental	Aquatic	Freshwater
Gb0001076	Aeromonas salmonicida salmonicida A449	PRJNA19499	441155	Host-associated	Fish	Unclassified
Gb0001077	Corynebacterium glutamicum R	PRJNA19491	441152	Environmental	Terrestrial	Soil
Gb0001078	Mycobacterium gilvum PYR-GCK	PRJNA19509	441161	Environmental	Aquatic	Freshwater
Gb0001079	Chlorobium phaeovibrioides DSM 265	PRJNA19493	441153	Environmental	Aquatic	Marine
Gb0001081	Burkholderia vietnamiensis G4	PRJNA19541	441165	Engineered	Wastewater	Unclassified
Gb0001082	Desulfotomaculum reducens MI-1	PRJNA17055	398000	Environmental	Aquatic	Sediment
Gb0001083	Francisella tularensis tularensis A.II, Wyoming, WY96-3418	PRJNA13944	412021	Host-associated	Human	Unclassified
Gb0001084	Bacteroides sp. D1	PRJNA13945	320390	Host-associated	Human	Digestive system
Gb0001086	Methanococcus maripaludis C5	PRJNA13951	320374	Environmental	Aquatic	Freshwater
Gb0001087	Herminiimonas arsenicoxydans ULPAs1	PRJNA13949	331109	Environmental	Aquatic	Unclassified
Gb0001088	Saccharopolyspora erythraea NRRL 2338	PRJNA16181	357347	Environmental	Terrestrial	Soil
Gb0001089	Shewanella loihica PV-4	PRJNA16231	360118	Environmental	Aquatic	Marine
Gb0001090	Prochlorococcus marinus MIT 9211	PRJNA13952	331978	Environmental	Aquatic	Marine
Gb0001091	Acinetobacter baumannii ATCC 17978	PRJNA52063	884204	Host-associated	Human	Unclassified
Gb0001093	Burkholderia pseudomallei 1106a	PRJNA7	593452	Host-associated	NA	NA
Gb0001097	Mycobacterium sp. JLS	PRJNA16267	360112	Environmental	Terrestrial	Soil
Gb0001098	Rhodobacter sphaeroides ATCC 17029	PRJNA16265	360111	NA	NA	NA
Gb0001099	Actinobacillus pleuropneumoniae L20	PRJNA16367	360110	NA	NA	NA
