organism	NCBI_taxonomy_id	NCBI_bioProjectAccession	NCBI_bioProjectID	Group	SubGroup	A1le	T1le	G1le	C1le	A2le	T2le	G2le	C2le	A4le	T4le	G4le	C4le	A1la	T1la	G1la	C1la	A2la	T2la	G2la	C2la	A4la	T4la	G4la	C4la	genomicGC	ioAle	ioTle	ioGle	ioCle	genes	genomicLen	habitatNCBI	habitatGold	habitatImg
NC_017025	Flavobacterium indicum GPTSA100-9	1094466	PRJNA157999	157999	Bacteroidetes/Chlorobi group	Bacteroidetes	348988	241779	238373	157056	122279	146615	24454	29217	69584	79000	21939	15700	268628	177017	170979	115686	97199	100310	11725	32113	50952	54610	11559	16356	31.38	49800	49714	23475	21008	2671	2993089	NA	NA	NA
NC_010503	Ureaplasma parvum serovar 3 str. ATCC 27815	505682	PRJNA58887	58887	Tenericutes	Mollicutes	118293	69476	57107	41485	40199	50113	3964	7679	19008	21858	2425	2368	61550	36487	28248	20278	20582	26294	2107	4209	9137	10580	1118	1277	25.5	9701	9088	3333	3166	609	751679	HostAssociated	Host-associated	Host-associated
NC_016613	Vibrio sp. EJY3	1116375	PRJNA83161	83161	Proteobacteria	Gammaproteobacteria	327191	251082	321756	218903	76923	92181	48243	82797	62980	98175	60609	47191	237053	178473	217641	160152	56428	59798	28951	66883	47097	62497	37942	41721	45.03	81154	83296	70248	63456	3075	3478307	NA	Host-associated	Host-associated
NC_000908	Mycoplasma genitalium G37	243273	PRJNA57707	57707	Tenericutes	Mollicutes	105982	68210	60409	44962	34604	40092	9564	12677	15221	25055	3881	5905	20875	13170	10870	7962	6983	7796	1544	2362	2940	4425	564	868	31.69	12128	11772	5846	5553	475	580076	HostAssociated	Host-associated	Host-associated
NC_007797	Anaplasma phagocytophilum HZ	212042	PRJNA57951	57951	Proteobacteria	Alphaproteobacteria	108339	91441	112385	63375	25603	41671	23741	19906	21919	34560	19191	9994	78940	63282	73412	48799	19566	26463	13056	17230	17795	23018	10756	9564	41.64	111538	118465	88609	74572	1265	1471282	HostAssociated	Host-associated	Host-associated
NC_009783	Vibrio harveyi ATCC BAA-1116	338187	PRJNA58957	58957	Proteobacteria	Gammaproteobacteria	368623	274873	354854	244426	86111	93921	54699	99753	73527	106588	64861	51792	251526	185900	228127	169059	59323	57816	32090	73357	50707	66249	37525	43313	45.55	85096	86688	74739	68330	3548	3765351	Aquatic	Environmental	Environmental
NC_015930	Lactococcus garvieae ATCC 49156	420889	PRJNA73413	73413	Firmicutes	Bacilli	285333	203969	238312	165255	80561	93536	31045	39949	57844	76635	28741	33220	68461	50067	51058	41234	18859	21287	6038	10894	11545	19666	5168	9823	38.83	38602	36234	25667	21884	1947	1950135	HostAssociated	NA	Host-associated
NC_009881	Rickettsia akari str. Hartford	293614	PRJNA58161	58161	Proteobacteria	Alphaproteobacteria	127864	86905	86222	57456	40755	49408	11049	12525	21552	30606	8539	6879	86797	58023	53288	38560	27303	31978	5899	9956	14943	18610	4738	5376	32.33	77287	76811	38622	34802	1258	1231060	HostAssociated	Host-associated	Host-associated
NC_004344	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	PRJNA57853	57853	Proteobacteria	Gammaproteobacteria	81210	54605	37966	25336	30286	32831	2795	4657	13620	12810	1182	1044	75477	50324	36026	23622	28802	29396	2665	4367	12883	12251	1125	991	22.48	18822	18584	5393	5380	615	697724	HostAssociated	NA	NA
NC_012026	Anaplasma marginale str. Florida	320483	PRJNA58577	58577	Proteobacteria	Alphaproteobacteria	98589	88166	117275	67939	20550	28928	22545	29392	17834	27307	27202	21509	80806	64121	85866	55881	17297	19962	16826	25137	17991	16504	18766	17840	49.77	30016	32088	31708	29546	940	1202435	HostAssociated	Host-associated	Host-associated
NC_006142	Rickettsia typhi str. Wilmington	257363	PRJNA58063	58063	Proteobacteria	Alphaproteobacteria	107883	73261	68944	46866	35158	43971	8463	7741	19060	26597	5071	3493	88388	60461	52168	37459	27931	34573	4854	8536	16470	19394	3393	3585	28.92	78644	80715	34165	29929	840	1111496	HostAssociated	Host-associated	Host-associated
NC_008369	Francisella tularensis subsp. holarctica OSU18	393011	PRJNA58687	58687	Proteobacteria	Gammaproteobacteria	191084	133824	137116	88319	57595	76035	20404	18659	37688	52177	8792	7948	126210	88357	82024	57921	37890	46897	9518	15449	24921	31714	4233	6693	32.16	137930	137931	69603	60042	1593	1895727	Multiple	Host-associated	Host-associated
NC_014935	Nitratifractor salsuginis DSM 16511	749222	PRJNA62183	62183	Proteobacteria	delta/epsilon subdivisions	231022	169841	227922	145842	36029	46641	47487	75025	18009	27513	65371	79956	135107	101857	125316	90239	23871	23412	22129	47561	11817	13452	29871	56538	53.91	22907	22507	27456	25033	2099	2101285	Specialized	Environmental	Environmental
NC_007964	Nitrobacter hamburgensis X14	323097	PRJNA58293	58293	Proteobacteria	Alphaproteobacteria	301098	263070	405113	293444	30434	54135	65846	124373	27703	39669	151694	156634	246962	207088	323443	244056	27761	40632	49923	104391	26130	29926	112314	134216	61.71	123340	128471	204695	195983	3804	4406967	Terrestrial	Engineered	Environmental
NC_009091	Prochlorococcus marinus str. MIT 9301	167546	PRJNA58437	58437	Cyanobacteria	Prochlorales	161058	117165	116510	74559	62288	66762	15744	14252	32602	40587	6363	8662	170145	116367	114189	74921	66005	62487	12247	18429	35482	35932	6008	9363	31.34	19423	20167	9001	8174	1906	1641879	Aquatic	Environmental	Environmental
NC_009975	Methanococcus maripaludis C6	444158	PRJNA58947	58947	Euryarchaeota	Methanococci	167683	115548	123767	71067	57876	51023	12772	23820	39987	32670	9756	9642	179373	119695	128679	75232	65312	51483	11447	26362	40644	34765	9360	11118	33.42	36033	36700	17673	17510	1827	1744193	Aquatic	Environmental	NA
NC_015660	Geobacillus thermoglucosidasius C56-YS93	634956	PRJNA48129	48129	Firmicutes	Bacilli	513237	384269	463243	308383	150360	160838	64614	93182	81915	79219	128462	84682	116406	88485	96382	71986	34777	34185	11769	24465	19644	17707	22645	22546	43.95	167389	157056	137353	111287	3679	3893306	Multiple	Environmental	Environmental
NC_006831	Ehrlichia ruminantium str. Gardel	302409	PRJNA58245	58245	Proteobacteria	Alphaproteobacteria	121227	91496	89042	51686	37186	58256	13533	7633	23181	33404	5745	2270	96870	63996	53544	42512	29869	35461	5078	12428	23973	16805	1824	3697	27.51	164527	187978	79371	54074	950	1499920	HostAssociated	Environmental	Host-associated
NC_008816	Prochlorococcus marinus str. AS9601	146891	PRJNA58307	58307	Cyanobacteria	Prochlorales	163367	118804	117438	75422	63215	67908	16025	14409	32997	41022	6327	8677	173922	118118	116654	76226	66724	63790	12467	18744	36297	36524	6204	9561	31.32	20418	21582	9250	8823	1920	1669886	Aquatic	Environmental	Environmental
NC_002978	Wolbachia endosymbiont of Drosophila melanogaster	163164	PRJNA57851	57851	Proteobacteria	Alphaproteobacteria	121781	82170	87424	54328	37673	42333	14676	16797	24622	26083	8613	7035	105261	72760	76312	48134	32352	36193	12185	15223	21582	23021	7461	6572	35.23	60309	59928	32873	32760	1195	1267782	HostAssociated	NA	NA
NC_009663	Sulfurovum sp. NBC37-1	387093	PRJNA58863	58863	Proteobacteria	delta/epsilon subdivisions	321882	227846	259326	168732	71891	82468	50526	67064	50170	57489	54161	50236	172603	120123	132696	95208	38869	37334	23527	40674	26981	28961	23287	34973	43.87	37817	37051	31655	27775	2438	2562277	Specialized	NA	Environmental
NC_013656	Lactococcus lactis subsp. lactis KF147	684738	PRJNA42831	42831	Firmicutes	Bacilli	387419	276790	300881	205625	122642	141662	32605	43335	84066	105374	27480	29549	81694	60127	59159	45685	25145	28552	5432	10770	15164	24510	4040	8518	34.91	78458	72069	43659	35975	2444	2598144	NA	Host-associated	Host-associated
NC_008699	Nocardioides sp. JS614	196162	PRJNA58149	58149	Actinobacteria	Actinobacteria	344908	336809	603968	416954	6469	10520	94005	224975	16738	21740	236758	294922	243517	237812	427201	304826	5569	8056	63724	161628	14737	15068	166241	212803	71.65	33976	34052	84024	81887	4645	4985871	Terrestrial	Environmental	Environmental
NC_010741	Treponema pallidum subsp. pallidum SS14	455434	PRJNA58977	58977	Spirochaetes	Spirochaetia	104103	101330	134966	95320	17971	36419	26195	28649	20820	33159	42113	23044	60986	54445	68160	58564	11118	14793	10768	20831	13889	15172	17661	19799	52.78	7672	8671	10118	8417	1028	1138978	HostAssociated	NA	NA
NC_015391	Carnobacterium sp. 17-4	208596	PRJNA65789	65789	Firmicutes	Bacilli	383306	264981	304590	189065	131265	138650	31675	46228	88742	88858	31192	24613	95052	68449	69714	49932	31472	34756	6766	13579	18757	25175	5758	8424	35.25	79103	71295	45099	35731	2420	2635294	NA	Environmental	Environmental
NC_014970	Mycoplasma haemofelis str. Langford 1	941640	PRJNA62461	62461	Tenericutes	Mollicutes	137193	91401	98608	65296	32101	46480	31725	19434	20904	36545	8932	13448	109643	59016	74417	48978	28916	30502	19514	16399	18712	23148	6467	11099	38.85	5288	5701	3607	3355	1545	1147259	NA	NA	Host-associated
NC_005823	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	PRJNA58065	58065	Spirochaetes	Spirochaetia	388950	305370	298180	209210	137007	143219	42072	50444	68890	102213	44095	33263	279256	216908	197078	152080	102080	92193	19096	45353	55444	64398	22943	31493	35.05	291112	303002	171047	149457	3399	4277185	HostAssociated	Host-associated	Host-associated
NC_012441	Brucella melitensis ATCC 23457	546272	PRJNA59241	59241	Proteobacteria	Alphaproteobacteria	169918	143833	213931	155483	22057	38847	32976	50654	15599	35643	67974	75168	116981	97390	140912	108639	16568	24470	19923	37264	12675	20147	41009	57187	57.15	52316	54436	72803	68068	2063	2125701	HostAssociated	Host-associated	Host-associated
NC_000916	Methanothermobacter thermautotrophicus str. Delta H	187420	PRJNA57877	57877	Euryarchaeota	Methanobacteria	159956	132387	177318	106976	35803	26046	42168	47667	37199	31888	26675	44135	124608	100819	134647	81139	27801	20250	30717	38038	24873	24994	20075	35961	49.54	19766	19262	19893	18864	1874	1751377	Specialized	NA	NA
NC_008530	Lactobacillus gasseri ATCC 33323	324831	PRJNA57687	57687	Firmicutes	Bacilli	287883	185850	216144	140531	86476	106721	31884	32920	55495	79812	14710	16385	84583	58210	58993	43643	24651	29022	6405	13272	15349	23381	3314	7695	35.26	34629	33071	20515	16930	1755	1894360	HostAssociated	Host-associated	Host-associated
NC_003103	Rickettsia conorii str. Malish 7	272944	PRJNA57633	57633	Proteobacteria	Alphaproteobacteria	142159	95499	95295	63728	45468	54649	12302	13835	23632	33520	9655	8102	93950	63490	56770	41778	29611	34333	6302	11328	15879	19916	4994	6305	32.44	60274	58636	30122	26518	1375	1268755	HostAssociated	Host-associated	Host-associated
NC_009778	Cronobacter sakazakii ATCC BAA-894	290339	PRJNA58145	58145	Proteobacteria	Gammaproteobacteria	397554	321955	457223	329393	61681	80402	63835	147184	29073	62709	177305	143117	264625	220073	299845	226164	40289	53210	40752	103101	18811	37856	117203	104313	56.77	64763	63932	86123	82926	4257	4368373	HostAssociated	NA	Engineered
NC_016894	Acetobacterium woodii DSM 1030	931626	PRJNA88073	88073	Firmicutes	Clostridia	553630	383239	445309	261331	151215	200127	58698	77236	85107	91235	92353	73436	191134	135248	142519	99754	50490	64703	14121	32824	24032	37629	22283	37459	39.34	125381	115179	87718	68634	3473	4044777	NA	Environmental	Environmental
NC_013893	Staphylococcus lugdunensis HKU09-01	698737	PRJNA46233	46233	Firmicutes	Bacilli	348733	232710	253137	170874	115620	135514	24494	35895	75136	73166	26206	20851	153548	105398	103156	78738	49278	58918	8462	18681	31306	33953	7929	12201	33.87	86788	81877	47189	39569	2490	2658366	NA	Host-associated	Host-associated
NC_014506	Sulfurimonas autotrophica DSM 16294	563040	PRJNA53043	53043	Proteobacteria	delta/epsilon subdivisions	285395	195782	206060	134328	83843	101687	28399	31550	54758	63716	22337	20388	174467	114500	116517	84403	51337	54635	13293	23387	33248	36343	10338	17006	35.24	12801	12946	7296	6418	2159	2153198	NA	Environmental	Environmental
NC_007622	Staphylococcus aureus RF122	273036	PRJNA57661	57661	Firmicutes	Bacilli	390398	257782	281178	181503	134676	151011	26953	40232	84913	83245	26783	16394	106555	76124	70223	52810	34337	40635	5671	14256	22381	24140	5047	7111	32.78	135375	122200	70120	54535	2509	2742531	HostAssociated	Host-associated	Host-associated
NC_010694	Erwinia tasmaniensis Et1/99	465817	PRJNA59029	59029	Proteobacteria	Gammaproteobacteria	337276	272473	377678	262500	54362	83917	59368	119961	38063	65518	130451	102048	235619	191724	252325	186221	37888	56107	37673	87934	27881	41343	84805	78196	53.73	83710	85756	100392	94102	3427	3883467	HostAssociated	NA	Host-associated
NC_016857	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	909946	PRJNA84393	84393	Proteobacteria	Gammaproteobacteria	437479	352868	480834	332839	81783	120633	67355	136928	48698	84202	167276	120814	314808	253680	329377	243121	60215	81167	41511	103654	35954	54529	105805	102059	52.18	90008	90780	102128	93642	4625	4878013	NA	Host-associated	Host-associated
NC_003295	Ralstonia solanacearum GMI1000	267608	PRJNA57593	57593	Proteobacteria	Betaproteobacteria	292881	259636	418847	303616	19060	31731	69513	155863	13176	20774	185102	175714	187231	165801	265552	202636	13906	16551	39015	106205	9812	8891	114192	124416	67.04	42432	43260	90145	86057	3437	3716413	Multiple	Environmental	Host-associated
NC_008599	Campylobacter fetus subsp. fetus 82-40	360106	PRJNA58545	58545	Proteobacteria	delta/epsilon subdivisions	226766	153064	165646	92398	68657	86129	20896	27778	37398	52924	12906	13753	144725	94214	94857	56669	43878	48729	9124	22532	27643	26752	7911	8609	33.31	32364	34561	17181	16347	1719	1773615	HostAssociated	Host-associated	Host-associated
NC_015921	Borrelia bissettii DN127	521010	PRJNA71231	71231	Spirochaetes	Spirochaetia	126225	95590	80476	45790	40125	56538	15532	7910	15962	32551	5144	5319	79034	46216	34595	25513	26835	21579	3153	10482	14235	9313	1762	3397	28.7	7207	7765	3795	2379	816	900755	HostAssociated	Host-associated	Host-associated
NC_014616	Bifidobacterium bifidum S17	883062	PRJNA59545	59545	Actinobacteria	Actinobacteria	219500	173282	272472	189949	14680	23589	49654	96857	14767	21572	94842	114850	91459	73826	110028	82248	7320	9821	18380	42398	8261	7331	39855	47217	62.76	37795	36863	64303	62312	1783	2186882	NA	Host-associated	Host-associated
NC_008346	Syntrophomonas wolfei subsp. wolfei str. Goettingen	335541	PRJNA58179	58179	Firmicutes	Clostridia	366484	266161	339474	199402	89562	112417	64755	85514	52861	69812	68718	72145	115674	87148	102856	67284	27024	34449	17486	29138	16929	22977	19660	26160	44.87	103213	96416	87616	74092	2504	2936195	Multiple	NA	Engineered
NC_015975	Lactobacillus ruminis ATCC 27782	1069534	PRJNA73417	73417	Firmicutes	Bacilli	280747	196140	234224	148893	66559	78299	46225	55683	39502	56249	45605	44122	64345	46895	49600	36655	15501	15473	8040	15812	9569	11672	9039	13042	43.47	88130	83976	73473	61111	1862	2066647	NA	NA	NA
NC_012850	Rhizobium leguminosarum bv. trifolii WSM1325	395491	PRJNA58991	58991	Proteobacteria	Alphaproteobacteria	347438	305754	451502	327165	35517	60133	74412	131756	25616	46900	144956	197586	302921	262980	387375	290069	33237	50009	59685	119327	25261	36486	120913	178097	61.09	71434	73962	115122	112172	4567	4767043	HostAssociated	Environmental	Environmental
NC_012490	Rhodococcus erythropolis PR4	234621	PRJNA59019	59019	Actinobacteria	Actinobacteria	495040	470215	754805	531082	47054	75866	114900	227197	82203	106744	246482	264482	359018	330877	515747	392547	37739	44291	68722	169531	66393	62477	147615	219085	62.31	45802	48762	81116	74546	6030	6516310	Multiple	NA	Environmental
NC_007613	Shigella boydii Sb227	300268	PRJNA58215	58215	Proteobacteria	Gammaproteobacteria	339837	270333	370373	259282	68958	87764	49309	110330	44508	74789	117687	87253	302431	242615	322569	230135	61467	77837	41154	99001	40753	64216	99373	81626	51.21	156877	156671	165361	161515	4133	4519823	HostAssociated	Host-associated	Host-associated
NC_009253	Desulfotomaculum reducens MI-1	349161	PRJNA58277	58277	Firmicutes	Clostridia	464275	337355	426551	262059	129206	145764	73503	90226	84236	104120	67870	84844	133545	100533	112107	76681	37831	43271	17910	26978	23637	30488	15240	25272	42.28	117737	110935	89901	76412	3276	3608104	Aquatic	Environmental	Environmental
NC_013595	Streptosporangium roseum DSM 43021	479432	PRJNA42521	42521	Actinobacteria	Actinobacteria	611142	612716	1091709	751379	30997	26152	168101	402873	33338	42892	428520	528651	515771	512012	905770	646557	27006	21264	133654	346949	31867	31127	357036	454117	70.87	144706	147727	354814	348460	8948	10341314	Terrestrial	Host-associated	Environmental
NC_014644	Gardnerella vaginalis ATCC 14019	525284	PRJNA55487	55487	Actinobacteria	Actinobacteria	207932	151906	200491	138935	46344	68712	32552	35420	43476	77580	23948	20471	79722	53523	65576	49970	19452	21320	8800	16667	19080	23190	6129	8182	41.36	35043	38081	28355	23132	1365	1667350	HostAssociated	Host-associated	Host-associated
NC_015744	Chlamydia trachomatis L2c	887712	PRJNA68843	68843	Chlamydiae/Verrucomicrobia group	Chlamydiae	88620	78114	89508	60306	27389	36076	16362	15509	20143	30546	13556	9442	80210	69071	64398	62456	24388	25739	7789	18079	18304	26203	8251	14165	41.33	14534	15274	12119	9130	954	1038313	NA	Host-associated	Host-associated
NC_015311	Prevotella denticola F0289	767031	PRJNA65091	65091	Bacteroidetes/Chlorobi group	Bacteroidetes	236010	173523	216449	145831	30000	44751	47533	79830	31921	39857	52006	60283	256892	182884	226571	156083	35206	44367	48547	88271	37375	37585	53102	66235	50.36	82321	86988	86114	83889	2386	2937589	HostAssociated	Host-associated	Host-associated
NC_008593	Clostridium novyi NT	386415	PRJNA58643	58643	Firmicutes	Clostridia	447882	277598	299901	152270	163786	161544	31045	31008	98238	84885	10779	7506	89902	59995	52546	35425	29921	32675	3532	9360	16846	21630	1222	2993	28.86	63135	51317	28586	18375	2315	2547720	Terrestrial	NA	NA
NC_015736	Candidatus Tremblaya princeps PCIT	891398	PRJNA68741	68741	Proteobacteria	Betaproteobacteria	9092	9113	15600	9903	1865	1403	2713	4939	3226	2625	3627	3691	3203	2972	4940	3127	587	478	998	1557	1022	806	1075	1253	58.83	6935	6891	10239	9584	121	138927	NA	Engineered	Host-associated
NC_008253	Escherichia coli 536	362663	PRJNA58531	58531	Proteobacteria	Gammaproteobacteria	421029	337684	454251	316599	84937	116140	59748	128390	54903	95039	142973	103815	350289	281260	362234	264496	71693	94155	44594	110648	49091	73054	106751	95942	50.52	84702	86313	89492	84547	4619	4938920	HostAssociated	Host-associated	Host-associated
NC_015873	Megasphaera elsdenii DSM 20460	907	PRJNA71135	71135	Firmicutes	Negativicutes	334334	246729	334350	220667	59918	76127	49725	100476	24253	43932	79424	133250	74122	56193	67703	50579	13530	13443	9229	26035	5626	7782	15642	31990	52.8	51022	48506	55381	53765	2219	2464883	NA	NA	Host-associated
