"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"EX_gam(e)"	"D-Glucosamine exchange"	"[e] : gam <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gam6p(e)"	"D-Glucosamine 6-phosphate exchange"	"[e] : gam6p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gbbtn(e)"	"gamma-butyrobetaine exchange"	"[e] : gbbtn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gdp(e)"	"GDP exchange"	"[e] : gdp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glc(e)"	"D-Glucose exchange"	"[e] : glc_DASH_D <==> "	"Reversible"	"e"	-10	1000	0	""	"Exchange"
"EX_glcn(e)"	"D-Gluconate exchange"	"[e] : glcn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glcr(e)"	"D-Glucarate exchange"	"[e] : glcr <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glcur(e)"	"D-Glucuronate exchange"	"[e] : glcur <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glcur1p(e)"	"D-Glucuronate 1-phosphate exchange"	"[e] : glcur1p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gln_L(e)"	"L-Glutamine exchange"	"[e] : gln_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glu_L(e)"	"L-Glutamate exchange"	"[e] : glu_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gly(e)"	"Glycine exchange"	"[e] : gly <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyald(e)"	"D-Glyceraldehyde exchange"	"[e] : glyald <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyb(e)"	"Glycine betaine exchange"	"[e] : glyb <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyc(e)"	"Glycerol exchange"	"[e] : glyc <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyc_R(e)"	"(R)-Glycerate exchange"	"[e] : glyc_DASH_R <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyc2p(e)"	"Glycerol 2-phosphate exchange"	"[e] : glyc2p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyc3p(e)"	"Glycerol 3-phosphate exchange"	"[e] : glyc3p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_glyclt(e)"	"Glycolate exchange"	"[e] : glyclt <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gmp(e)"	"GMP exchange"	"[e] : gmp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gsn(e)"	"Guanosine exchange"	"[e] : gsn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gthox(e)"	"Oxidized glutathione exchange"	"[e] : gthox <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gthrd(e)"	"Reduced glutathione exchange"	"[e] : gthrd <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gtp(e)"	"GTP exchange"	"[e] : gtp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_gua(e)"	"Guanine exchange"	"[e] : gua <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_h(e)"	"H+ exchange"	"[e] : h <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_h2(e)"	"H2 exchange"	"[e] : h2 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_h2o(e)"	"H2O exchange"	"[e] : h2o <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_h2o2(e)"	"Hydrogen peroxide exchange"	"[e] : h2o2 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_h2s(e)"	"Hydrogen sulfide exchange"	"[e] : h2s <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hacolipa(e)"	"hepta-acylated core oligosaccharide lipid A (E. coli) exchange"	"[e] : hacolipa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_halipa(e)"	"hepta-acylated KDO(2)-lipid (A) exchange"	"[e] : halipa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hdca(e)"	"Hexadecanoate (n-C16:0) exchange"	"[e] : hdca <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hdcea(e)"	"hexadecenoate (n-C16:1) exchange"	"[e] : hdcea <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hg2(e)"	"Hg2+ exchange"	"[e] : hg2 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_his_L(e)"	"L-Histidine exchange"	"[e] : his_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hom_L(e)"	"L-Homoserine exchange"	"[e] : hom_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hxa(e)"	"Hexanoate (n-C6:0) exchange"	"[e] : hxa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_hxan(e)"	"Hypoxanthine exchange"	"[e] : hxan <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_idon_L(e)"	"L-Idonate exchange"	"[e] : idon_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ile_L(e)"	"L-Isoleucine exchange"	"[e] : ile_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_imp(e)"	"IMP exchange"	"[e] : imp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_indole(e)"	"Indole exchange"	"[e] : indole <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_inost(e)"	"myo-Inositol exchange"	"[e] : inost <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ins(e)"	"Inosine exchange"	"[e] : ins <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_isetac(e)"	"Isethionic acid exchange"	"[e] : isetac <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_k(e)"	"K+ exchange"	"[e] : k <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_kdo2lipid4(e)"	"KDO(2)-lipid IV(A) exchange"	"[e] : kdo2lipid4 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lac_D(e)"	"D-lactate exchange"	"[e] : lac_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lac_L(e)"	"L-Lactate exchange"	"[e] : lac_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lcts(e)"	"Lactose exchange"	"[e] : lcts <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_leu_L(e)"	"L-Leucine exchange"	"[e] : leu_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lipa(e)"	"KDO(2)-lipid (A) exchange"	"[e] : lipa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lipa_cold(e)"	"cold adapted KDO(2)-lipid (A) exchange"	"[e] : lipa_cold <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lipoate(e)"	"Lipoate exchange"	"[e] : lipoate <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lys_L(e)"	"L-Lysine exchange"	"[e] : lys_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_lyx_L(e)"	"L-Lyxose exchange"	"[e] : lyx_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mal_D(e)"	"D-Malate exchange"	"[e] : mal_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mal_L(e)"	"L-Malate exchange"	"[e] : mal_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_malt(e)"	"Maltose exchange"	"[e] : malt <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_malthx(e)"	"Maltohexaose exchange"	"[e] : malthx <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_maltpt(e)"	"Maltopentaose exchange"	"[e] : maltpt <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_malttr(e)"	"Maltotriose exchange"	"[e] : malttr <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_maltttr(e)"	"Maltotetraose exchange"	"[e] : maltttr <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_man(e)"	"D-Mannose exchange"	"[e] : man <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_man6p(e)"	"D-Mannose 6-phosphate exchange"	"[e] : man6p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_manglyc(e)"	"2(alpha-D-Mannosyl)-D-glycerate exchange"	"[e] : manglyc <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_melib(e)"	"Melibiose exchange"	"[e] : melib <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_meoh(e)"	"methanol exchange"	"[e] : meoh <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_met_D(e)"	"D-Methionine exchange"	"[e] : met_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_met_L(e)"	"L-Methionine exchange"	"[e] : met_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_metsox_R_L(e)"	"L-methionine-R-sulfoxide exchange"	"[e] : metsox_DASH_R_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_metsox_S_L(e)"	"L-Methionine S-oxide exchange"	"[e] : metsox_DASH_S_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mg2(e)"	"Mg exchange"	"[e] : mg2 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_mincyc(e)"	"minocycline exchange"	"[e] : mincyc <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_minohp(e)"	"myo-Inositol hexakisphosphate exchange"	"[e] : minohp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mmet(e)"	"S-Methyl-L-methionine exchange"	"[e] : mmet <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mn2(e)"	"Mn2+ exchange"	"[e] : mn2 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_mnl(e)"	"D-Mannitol exchange"	"[e] : mnl <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_mobd(e)"	"Molybdate exchange"	"[e] : mobd <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_mso3(e)"	"methanesulfonate exchange"	"[e] : mso3 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_n2o(e)"	"Nitrous oxide exchange"	"[e] : n2o <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_na1(e)"	"Sodium exchange"	"[e] : na1 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_nac(e)"	"Nicotinate exchange"	"[e] : nac <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_nh4(e)"	"Ammonia exchange"	"[e] : nh4 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_ni2(e)"	"Ni2+ exchange"	"[e] : ni2 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_nmn(e)"	"NMN exchange"	"[e] : nmn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_no(e)"	"Nitric oxide exchange"	"[e] : no <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_no2(e)"	"Nitrite exchange"	"[e] : no2 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_no3(e)"	"Nitrate exchange"	"[e] : no3 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_novbcn(e)"	"novobiocin exchange"	"[e] : novbcn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_o16a4colipa(e)"	"(O16 antigen)x4 core oligosaccharide lipid A exchange"	"[e] : o16a4colipa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_o2(e)"	"O2 exchange"	"[e] : o2 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_o2s(e)"	"Superoxide anion exchange"	"[e] : o2s <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ocdca(e)"	"octadecanoate (n-C18:0) exchange"	"[e] : ocdca <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ocdcea(e)"	"octadecenoate (n-C18:1) exchange"	"[e] : ocdcea <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_octa(e)"	"octanoate (n-C8:0) exchange"	"[e] : octa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_orn(e)"	"Ornithine exchange"	"[e] : orn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_orot(e)"	"Orotate exchange"	"[e] : orot <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pacald(e)"	"Phenylacetaldehyde exchange"	"[e] : pacald <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_peamn(e)"	"Phenethylamine exchange"	"[e] : peamn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_phe_L(e)"	"L-Phenylalanine exchange"	"[e] : phe_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pheme(e)"	"Protoheme exchange"	"[e] : pheme <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pi(e)"	"Phosphate exchange"	"[e] : pi <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_pnto_R(e)"	"(R)-Pantothenate exchange"	"[e] : pnto_DASH_R <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ppa(e)"	"Propionate exchange"	"[e] : ppa <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ppal(e)"	"Propanal exchange"	"[e] : ppal <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pppn(e)"	"Phenylpropanoate exchange"	"[e] : pppn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ppt(e)"	"Phosphonate exchange"	"[e] : ppt <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pro_L(e)"	"L-Proline exchange"	"[e] : pro_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_progly(e)"	"L-Prolinylglycine exchange"	"[e] : progly <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_psclys(e)"	"psicoselysine exchange"	"[e] : psclys <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pser_L(e)"	"O-Phospho-L-serine exchange"	"[e] : pser_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ptrc(e)"	"Putrescine exchange"	"[e] : ptrc <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pydam(e)"	"Pyridoxamine exchange"	"[e] : pydam <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pydx(e)"	"Pyridoxal exchange"	"[e] : pydx <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pydxn(e)"	"Pyridoxine exchange"	"[e] : pydxn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_pyr(e)"	"Pyruvate exchange"	"[e] : pyr <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_quin(e)"	"Quinate exchange"	"[e] : quin <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_r5p(e)"	"alpha-D-Ribose 5-phosphate exchange"	"[e] : r5p <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_rfamp(e)"	"rifampin exchange"	"[e] : rfamp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_rib_D(e)"	"D-Ribose exchange"	"[e] : rib_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_rmn(e)"	"L-Rhamnose exchange"	"[e] : rmn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_sbt_D(e)"	"D-Sorbitol exchange"	"[e] : sbt_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_sel(e)"	"Selenate exchange"	"[e] : sel <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_ser_D(e)"	"D-Serine exchange"	"[e] : ser_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ser_L(e)"	"L-Serine exchange"	"[e] : ser_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_skm(e)"	"Shikimate exchange"	"[e] : skm <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_slnt(e)"	"selenite exchange"	"[e] : slnt <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_so2(e)"	"sulfur dioxide exchange"	"[e] : so2 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_so3(e)"	"Sulfite exchange"	"[e] : so3 <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_so4(e)"	"Sulfate exchange"	"[e] : so4 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_spmd(e)"	"Spermidine exchange"	"[e] : spmd <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_succ(e)"	"Succinate exchange"	"[e] : succ <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_sucr(e)"	"Sucrose exchange"	"[e] : sucr <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_sulfac(e)"	"sulfoacetate exchange"	"[e] : sulfac <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tartr_D(e)"	"D-tartrate exchange"	"[e] : tartr_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tartr_L(e)"	"L-tartrate exchange"	"[e] : tartr_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_taur(e)"	"Taurine exchange"	"[e] : taur <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tcynt(e)"	"Thiocyanate exchange"	"[e] : tcynt <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_thm(e)"	"Thiamin exchange"	"[e] : thm <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_thr_L(e)"	"L-Threonine exchange"	"[e] : thr_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_thrp(e)"	"L-Threonine O-3-phosphate exchange"	"[e] : thrp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_thym(e)"	"Thymine exchange"	"[e] : thym <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_thymd(e)"	"Thymidine exchange"	"[e] : thymd <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tma(e)"	"Trimethylamine exchange"	"[e] : tma <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tmao(e)"	"Trimethylamine N-oxide exchange"	"[e] : tmao <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tre(e)"	"Trehalose exchange"	"[e] : tre <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_trp_L(e)"	"L-Tryptophan exchange"	"[e] : trp_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tsul(e)"	"Thiosulfate exchange"	"[e] : tsul <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ttdca(e)"	"tetradecanoate (n-C14:0) exchange"	"[e] : ttdca <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ttdcea(e)"	"tetradecenoate (n-C14:1) exchange"	"[e] : ttdcea <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ttrcyc(e)"	"tetracycline exchange"	"[e] : ttrcyc <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tungs(e)"	"tungstate exchange"	"[e] : tungs <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"EX_tym(e)"	"Tyramine exchange"	"[e] : tym <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tyr_L(e)"	"L-Tyrosine exchange"	"[e] : tyr_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_tyrp(e)"	"Phosphotyrosine exchange"	"[e] : tyrp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_uacgam(e)"	"UDP-N-acetyl-D-glucosamine exchange"	"[e] : uacgam <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_udpacgal(e)"	"UDP-N-acetyl-D-galactosamine exchange"	"[e] : udpacgal <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_udpg(e)"	"UDPglucose exchange"	"[e] : udpg <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_udpgal(e)"	"UDPgalactose exchange"	"[e] : udpgal <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_udpglcur(e)"	"UDP-D-glucuronate exchange"	"[e] : udpglcur <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ump(e)"	"UMP exchange"	"[e] : ump <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_ura(e)"	"Uracil exchange"	"[e] : ura <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_urea(e)"	"Urea exchange"	"[e] : urea <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_uri(e)"	"Uridine exchange"	"[e] : uri <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_val_L(e)"	"L-Valine exchange"	"[e] : val_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_xan(e)"	"Xanthine exchange"	"[e] : xan <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_xmp(e)"	"Xanthosine 5'-phosphate exchange"	"[e] : xmp <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_xtsn(e)"	"Xanthosine exchange"	"[e] : xtsn <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_xyl_D(e)"	"D-Xylose exchange"	"[e] : xyl_DASH_D <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_xylu_L(e)"	"L-Xylulose exchange"	"[e] : xylu_DASH_L <==> "	"Reversible"	"e"	0	1000	0	""	"Exchange"
"EX_zn2(e)"	"Zinc exchange"	"[e] : zn2 <==> "	"Reversible"	"e"	-1000	1000	0	""	"Exchange"
"12DGR120tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)"	"12dgr120[p] --> 12dgr120[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR140tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)"	"12dgr140[p] --> 12dgr140[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR141tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)"	"12dgr141[p] --> 12dgr141[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR160tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)"	"12dgr160[p] --> 12dgr160[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR161tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)"	"12dgr161[p] --> 12dgr161[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR180tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)"	"12dgr180[p] --> 12dgr180[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12DGR181tipp"	"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)"	"12dgr181[p] --> 12dgr181[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"12PPDRtex"	"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)"	"12ppd_DASH_R[e] <==> 12ppd_DASH_R[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"12PPDRtpp"	"(R)-Propane-1,2-diol facilitated transport (periplasm)"	"12ppd_DASH_R[p] <==> 12ppd_DASH_R[c]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"12PPDStex"	"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)"	"12ppd_DASH_S[e] <==> 12ppd_DASH_S[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"12PPDStpp"	"(S)-Propane-1,2-diol facilitated transport (periplasm)"	"12ppd_DASH_S[p] <==> 12ppd_DASH_S[c]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"14GLUCANabcpp"	"1,4-alpha-D-glucan transport via ABC system (periplasm)"	"atp[c] + h2o[c] + 14glucan[p] --> 14glucan[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b4034 and b4033 and b4032 and b4035)"	"Transport, Inner Membrane"
"14GLUCANtexi"	"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible"	"14glucan[e] --> 14glucan[p]"	"Irreversible"	"e, p"	0	1000	0	"b4036"	"Transport, Outer Membrane"
"23CAMPtex"	"23cAMP transport via diffusion (extracellular to periplasm)"	"23camp[e] <==> 23camp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"23CCMPtex"	"23cCMP transport via diffusion (extracellular to periplasm)"	"23ccmp[e] <==> 23ccmp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"23CGMPtex"	"23cGMP transport via diffusion (extracellular to periplasm)"	"23cgmp[e] <==> 23cgmp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"23CUMPtex"	"23cUMP transport via diffusion (extracellular to periplasm)"	"23cump[e] <==> 23cump[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"23DAPPAt2pp"	"2,3-diaminopropionate transport in via proton symport"	"23dappa[p] + h[p] --> 23dappa[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"23DAPPAtex"	"2,3-diaminopropionate transport via diffusion"	"23dappa[e] <==> 23dappa[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
