"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"3OAS80"	" 3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)"	"[c] : h + hexACP + malACP --> 3ooctACP + ACP + co2"	"Irreversible"	"C_c"	0	1000	0	"(b2323) or (b1095)"	"Cell Envelope Biosynthesis"
"3PEPTabcpp"	"tripeptide (LalaDgluMdap) transport via ABC system (periplasm)"	"LalaDgluMdap[p] + atp[c] + h2o[c] --> LalaDgluMdap[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1247) and (b1244) and (b1245) and (b1329) and (b1246)"	"Murein Recycling"
"3PEPTtex"	"LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)"	"LalaDgluMdap[e] <==> LalaDgluMdap[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"3UMPtex"	" 3UMP transport via diffusion (extracellular to periplasm)"	"3ump[e] <==> 3ump[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"42A12BOOXpp"	" 4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	"[p] : dopa + h2o + o2 --> 34dhpac + h2o2 + nh4"	"Irreversible"	"C_p"	0	1000	0	"(b1386)"	"Nitrogen Metabolism"
"4HOXPACDtex"	" 4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)"	"4hoxpacd[e] <==> 4hoxpacd[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"4HTHRS"	" 4-Hydroxy-L-threonine synthase"	"[c] : h2o + phthr --> 4hthr + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0004)"	"Cofactor and Prosthetic Group Biosynthesis"
"4PCP"	"tetrapeptide L,D-carboxypeptidase"	"[c] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b1192)"	"Murein Recycling"
"4PCPpp"	"tetrapeptide L,D-carboxypeptidase (periplasm)"	"[p] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala_DASH_D"	"Irreversible"	"C_p"	0	1000	0	""	"Murein Recycling"
"4PEPTabcpp"	"tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)"	"LalaDgluMdapDala[p] + atp[c] + h2o[c] --> LalaDgluMdapDala[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1247) and (b1245) and (b1244) and (b1243) and (b1246)"	"Murein Recycling"
"4PEPTtex"	"LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)"	"LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"5DGLCNR"	" 5-dehydro-D-gluconate reductase"	"[c] : 5dglcn + h + nadph <==> glcn + nadp"	"Reversible"	"C_c"	-1000	1000	0	"(b4266)"	"Alternate Carbon Metabolism"
"5DGLCNt2rpp"	" 5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)"	"5dglcn[p] + h[p] <==> 5dglcn[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b4265)"	"Transport, Inner Membrane"
"5DGLCNtex"	" 5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)"	"5dglcn[e] <==> 5dglcn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b0929) or (b1377) or (b2215)"	"Transport, Outer Membrane Porin"
"5DOAN"	" 5'-deoxyadenosine nuclosidase"	"[c] : dad_DASH_5 + h2o --> 5drib + ade"	"Irreversible"	"C_c"	0	1000	0	"(b0159)"	"Cofactor and Prosthetic Group Biosynthesis"
"A5PISO"	"arabinose-5-phosphate isomerase"	"[c] : ru5p_DASH_D <==> ara5p"	"Reversible"	"C_c"	-1000	1000	0	"(b3197) or (b2708)"	"Alternate Carbon Metabolism"
"AACPS1"	"acyl-[acyl-carrier-protein] synthetase (n-C14:0)"	"[c] : ACP + atp + ttdca --> amp + myrsACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS2"	"acyl-[acyl-carrier-protein] synthetase  (n-C14:1)"	"[c] : ACP + atp + ttdcea --> amp + ppi + tdeACP"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS3"	"acyl-[acyl-carrier-protein] synthetase  (n-C16:0)"	"[c] : ACP + atp + hdca --> amp + palmACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS4"	"acyl-[acyl-carrier-protein] synthetase  (n-C16:1)"	"[c] : ACP + atp + hdcea --> amp + hdeACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS5"	"acyl-[acyl-carrier-protein] synthetase  (n-C18:1)"	"[c] : ACP + atp + ocdcea --> amp + octeACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS6"	"acyl-[acyl-carrier-protein] synthetase  (n-C18:0)"	"[c] : ACP + atp + ocdca --> amp + ocdcaACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS7"	"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)"	"[c] : ACP + atp + ddca --> amp + ddcaACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS8"	"acyl-[acyl-carrier-protein] synthetase  (n-C10:0)"	"[c] : ACP + atp + dca --> amp + dcaACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACPS9"	"acyl-[acyl-carrier-protein] synthetase  (n-C8:0)"	"[c] : ACP + atp + octa --> amp + ocACP + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1094) and (b2836)"	"Cell Envelope Biosynthesis"
"AACTOOR"	"Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)"	"[c] : aact + h2o + o2 --> h2o2 + mthgxl + nh4"	"Irreversible"	"C_c"	0	1000	0	""	"Methylglyoxal Metabolism"
"AADDGT"	"dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase"	"[c] : dtdp4aaddg + unagamu --> dtdp + h + unagamuf"	"Irreversible"	"C_c"	0	1000	0	"(b4481)"	"Cell Envelope Biosynthesis"
"AAMYL"	"alpha-amylase"	"[c] : 14glucan --> malthx"	"Irreversible"	"C_c"	0	1000	0	"(b1927)"	"Alternate Carbon Metabolism"
"AAMYLpp"	"alpha-amylase (periplasm)"	"[p] : 14glucan --> malthx"	"Irreversible"	"C_p"	0	1000	0	"(b3571)"	"Alternate Carbon Metabolism"
"AB6PGH"	"Arbutin 6-phosphate glucohydrolase"	"[c] : arbt6p + h2o --> g6p + hqn"	"Irreversible"	"C_c"	0	1000	0	"(b2901)"	"Alternate Carbon Metabolism"
"ABTA"	" 4-aminobutyrate transaminase"	"[c] : 4abut + akg --> glu_DASH_L + sucsal"	"Irreversible"	"C_c"	0	1000	0	"(b2662) or (b1302)"	"Arginine and Proline Metabolism"
"ABUTD"	"Aminobutyraldehyde dehydrogenase"	"[c] : 4abutn + h2o + nad --> 4abut + (2) h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b1444)"	"Arginine and Proline Metabolism"
"ABUTt2pp"	" 4-aminobutyrate transport in via proton symport (periplasm)"	"4abut[p] + h[p] --> 4abut[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2663)"	"Transport, Inner Membrane"
"ABUTtex"	" 4-aminobutyrate transport via diffusion (extracellular to periplasm)"	"4abut[e] <==> 4abut[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACACCT"	"acetyl-CoA:acetoacetyl-CoA transferase"	"[c] : acac + accoa --> aacoa + ac"	"Irreversible"	"C_c"	0	1000	0	"(b2222 and b2221)"	"Alternate Carbon Metabolism"
"ACACT1r"	"acetyl-CoA C-acetyltransferase"	"[c] : (2) accoa <==> aacoa + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b2224)"	"Membrane Lipid Metabolism"
"ACACt2pp"	"acetoacetate transport via proton symport  (periplasm)"	"acac[p] + h[p] <==> acac[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b2223)"	"Transport, Inner Membrane"
"ACACtex"	"acetoacetate transport via diffusion (extracellular to periplasm)"	"acac[e] <==> acac[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACALD"	"acetaldehyde dehydrogenase (acetylating)"	"[c] : acald + coa + nad <==> accoa + h + nadh"	"Reversible"	"C_c"	-1000	1000	0	"(b1241) or (b0351)"	"Pyruvate Metabolism"
"ACALDtex"	"acetaldehyde transport via diffusion (extracellular to periplasm)"	"acald[e] <==> acald[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACALDtpp"	"acetaldehyde reversible transport (periplasm)"	"acald[p] <==> acald[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(s0001)"	"Transport, Inner Membrane"
"ACANTHAT"	"acetyl-CoA:anthranilate acetyltransferase"	"[c] : accoa + anth --> acanth + coa"	"Irreversible"	"C_c"	0	1000	0	"(b1463)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"ACBIPGT"	"Adenosyl cobinamide phosphate guanyltransferase"	"[c] : adocbip + gtp + h --> agdpcbi + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1993)"	"Cofactor and Prosthetic Group Biosynthesis"
"ACCOAC"	"acetyl-CoA carboxylase"	"[c] : accoa + atp + hco3 --> adp + h + malcoa + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0185 and b3255 and b3256 and b2316)"	"Membrane Lipid Metabolism"
"ACCOAL"	"acetate-CoA ligase (ADP-forming)"	"[c] : atp + coa + ppa --> adp + pi + ppcoa"	"Irreversible"	"C_c"	0	1000	0	"(b0335)"	"Alternate Carbon Metabolism"
"ACGAL1PPpp"	"N-acetyl-D-galactosamine 1-phosphatase (periplasm)"	"[p] : acgal1p + h2o --> acgal + pi"	"Irreversible"	"C_p"	0	1000	0	""	"Alternate Carbon Metabolism"
"ACGAL1Ptex"	"N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)"	"acgal1p[e] <==> acgal1p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACGALtex"	"N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)"	"acgal[e] <==> acgal[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACGAM1PPpp"	"N-acetyl-D-glucosamine 1-phosphatase (periplasm)"	"[p] : acgam1p + h2o --> acgam + pi"	"Irreversible"	"C_p"	0	1000	0	""	"Alternate Carbon Metabolism"
"ACGAM1Ptex"	"N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)"	"acgam1p[e] <==> acgam1p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACGAMK"	"N-acetylglucosamine kinase"	"[c] : acgam + atp --> acgam6p + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b1119)"	"Murein Recycling"
"ACGAMT"	"UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase"	"[c] : uacgam + udcpp --> ump + unaga"	"Irreversible"	"C_c"	0	1000	0	"(b3784)"	"Cell Envelope Biosynthesis"
"ACGAptspp"	"N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)"	"acgam[p] + pep[c] --> acgam6p[c] + pyr[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2415) and (b2417) and (b2416) and (b1101) or (b2415) and (b0679) and (b2416)"	"Transport, Inner Membrane"
"ACGAtex"	"N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)"	"acgam[e] <==> acgam[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACGK"	"acetylglutamate kinase"	"[c] : acglu + atp --> acg5p + adp"	"Irreversible"	"C_c"	0	1000	0	"(b3959)"	"Arginine and Proline Metabolism"
"ACGS"	"N-acetylglutamate synthase"	"[c] : accoa + glu_DASH_L --> acglu + coa + h"	"Irreversible"	"C_c"	0	1000	0	"(b2818)"	"Arginine and Proline Metabolism"
"ACHBS"	" 2-aceto-2-hydroxybutanoate synthase"	"[c] : 2obut + h + pyr --> 2ahbut + co2"	"Irreversible"	"C_c"	0	1000	0	"(b3670 and b3671) or (b0077 and b0078)"	"Valine, Leucine, and Isoleucine Metabolism"
"ACKr"	"acetate kinase"	"[c] : ac + atp <==> actp + adp"	"Reversible"	"C_c"	-1000	1000	0	"(b2296) or (b3115) or (b1849)"	"Pyruvate Metabolism"
"ACLS"	"acetolactate synthase"	"[c] : h + (2) pyr --> alac_DASH_S + co2"	"Irreversible"	"C_c"	0	1000	0	"(b3670 and b3671) or (b0077 and b0078)"	"Valine, Leucine, and Isoleucine Metabolism"
"ACM6PH"	"N-acetylmuramate 6-phosphate hydrolase"	"[c] : acmum6p + h2o --> acgam6p + lac_DASH_D"	"Irreversible"	"C_c"	0	1000	0	""	"Alternate Carbon Metabolism"
"ACMAMUT"	"UDP-N-acetyl-D-mannosaminuronic acid transferase"	"[c] : uacmamu + unaga --> h + udp + unagamu"	"Irreversible"	"C_c"	0	1000	0	"(b3794)"	"Cell Envelope Biosynthesis"
"ACMANAptspp"	"N-acetyl-D-mannosamine transport via PTS  (periplasm)"	"acmana[p] + pep[c] --> acmanap[c] + pyr[c]"	"Irreversible"	"C_p, C_c"	0	1000	0	"(b2415) and (b2416) and (b1818) and (b1819) and (b1817)"	"Transport, Inner Membrane"
"ACMANAtex"	"N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)"	"acmana[e] <==> acmana[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACMUMptspp"	"N-acetylmuramate transport via PEP:Pyr PTS (periplasm)"	"acmum[p] + pep[c] --> acmum6p[c] + pyr[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2415) and (b2429) and (b2417) and (b2416)"	"Transport, Inner Membrane"
"ACMUMtex"	"N-acetylmuramate transport via diffusion (extracellular to periplasm)"	"acmum[e] --> acmum[p]"	"Irreversible"	"C_e, C_p"	0	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACNAMt2pp"	"N-acetylneuraminate proton symport (periplasm)"	"acnam[p] + h[p] --> acnam[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3224)"	"Transport, Inner Membrane"
"ACNAMtex"	"N-acetylneuraminate transport via diffusion (extracellular to periplasm)"	"acnam[e] <==> acnam[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b4311) or (b2215) or (b0929)"	"Transport, Outer Membrane"
"ACNML"	"N-Acetylneuraminate lyase"	"[c] : acnam --> acmana + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b3225)"	"Alternate Carbon Metabolism"
"ACOAD1f"	"acyl-CoA dehydrogenase (butanoyl-CoA)"	"[c] : btcoa + fad <==> b2coa + fadh2"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD2f"	"acyl-CoA dehydrogenase (hexanoyl-CoA)"	"[c] : fad + hxcoa <==> fadh2 + hx2coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD3f"	"acyl-CoA dehydrogenase (octanoyl-CoA)"	"[c] : fad + occoa <==> fadh2 + oc2coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD4f"	"acyl-CoA dehydrogenase (decanoyl-CoA)"	"[c] : dcacoa + fad <==> dc2coa + fadh2"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD5f"	"acyl-CoA dehydrogenase (dodecanoyl-CoA)"	"[c] : ddcacoa + fad <==> dd2coa + fadh2"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD6f"	"acyl-CoA dehydrogenase (tetradecanoyl-CoA)"	"[c] : fad + tdcoa <==> fadh2 + td2coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD7f"	"acyl-CoA dehydrogenase (hexadecanoyl-CoA)"	"[c] : fad + pmtcoa <==> fadh2 + hdd2coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOAD8f"	"acyl-CoA dehydrogenase (octadecanoyl-CoA)"	"[c] : fad + stcoa <==> fadh2 + od2coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0221)"	"Membrane Lipid Metabolism"
"ACOATA"	"Acetyl-CoA ACP transacylase"	"[c] : ACP + accoa <==> acACP + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b1091) and (b1094)"	"Membrane Lipid Metabolism"
"ACODA"	"acetylornithine deacetylase"	"[c] : acorn + h2o --> ac + orn"	"Irreversible"	"C_c"	0	1000	0	"(b3957)"	"Arginine and Proline Metabolism"
"ACOLIPAtex"	"arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular)"	"acolipa[p] --> acolipa[e]"	"Irreversible"	"C_e, C_p"	0	1000	0	""	"Lipopolysaccharide Biosynthesis / Recycling"
"ACONIs"	"aconitate isomerase (spontaneous)"	"[c] : acon_DASH_T <==> acon_DASH_C"	"Reversible"	"C_c"	-1000	1000	0	"(s0001)"	"Unassigned"
"ACONMT"	"Trans-aconitate methyltransferase"	"[c] : acon_DASH_T + amet --> aconm + ahcys"	"Irreversible"	"C_c"	0	1000	0	"(b1519)"	"Unassigned"
"ACONTa"	"aconitase (half-reaction A, Citrate hydro-lyase)"	"[c] : cit <==> acon_DASH_C + h2o"	"Reversible"	"C_c"	-1000	1000	0	"(b1276) or (b0118)"	"Citric Acid Cycle"
"ACONTb"	"aconitase (half-reaction B, Isocitrate hydro-lyase)"	"[c] : acon_DASH_C + h2o <==> icit"	"Reversible"	"C_c"	-1000	1000	0	"(b1276) or (b0118)"	"Citric Acid Cycle"
"ACOTA"	"acetylornithine transaminase"	"[c] : acorn + akg <==> acg5sa + glu_DASH_L"	"Reversible"	"C_c"	-1000	1000	0	"(b3359) or (b1748)"	"Arginine and Proline Metabolism"
"ACPS1"	"acyl-carrier protein synthase"	"[c] : apoACP + coa --> ACP + h + pap"	"Irreversible"	"C_c"	0	1000	0	"(b2563) or (b3475)"	"Cofactor and Prosthetic Group Biosynthesis"
"ACS"	"acetyl-CoA synthetase"	"[c] : ac + atp + coa --> accoa + amp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b4069)"	"Pyruvate Metabolism"
"ACSERtex"	"O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)"	"acser[e] <==> acser[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ACSERtpp"	"O-Acetyl-L-serine export via facilitated transport"	"acser[c] --> acser[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2578) or (b1533)"	"Transport, Inner Membrane"
"ACt2rpp"	"acetate reversible transport via proton symport (periplasm)"	"ac[p] + h[p] <==> ac[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	""	"Transport, Inner Membrane"
"ACt4pp"	"Na+/Acetate symport (periplasm)"	"ac[p] + na1[p] --> ac[c] + na1[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b4067)"	"Transport, Inner Membrane"
"ACtex"	"Acetate transport via diffusion (extracellular to periplasm)"	"ac[e] <==> ac[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ADA"	"Adenosine deaminase"	"[c] : adn + h2o + h --> ins + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b1623)"	"Nucleotide Salvage Pathway"
"ADCL"	" 4-aminobenzoate synthase"	"[c] : 4adcho --> 4abz + h + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b1096)"	"Cofactor and Prosthetic Group Biosynthesis"
"ADCS"	" 4-amino-4-deoxychorismate synthase"	"[c] : chor + gln_DASH_L --> 4adcho + glu_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b3360) and (b1812)"	"Cofactor and Prosthetic Group Biosynthesis"
"ADD"	"adenine deaminase"	"[c] : ade + h2o + h --> hxan + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b3665)"	"Nucleotide Salvage Pathway"
"ADEt2rpp"	"adenine transport via proton symport (reversible) (periplasm)"	"ade[p] + h[p] <==> ade[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3654)"	"Transport, Inner Membrane"
"ADEtex"	"adenine transport via diffusion (extracellular to periplasm)"	"ade[e] <==> ade[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"ADK1"	"adenylate kinase"	"[c] : amp + atp <==> (2) adp"	"Reversible"	"C_c"	-1000	1000	0	"(b0474)"	"Nucleotide Salvage Pathway"
"ADK3"	"adentylate kinase (GTP)"	"[c] : amp + gtp <==> adp + gdp"	"Reversible"	"C_c"	-1000	1000	0	"(b0474)"	"Nucleotide Salvage Pathway"
"ADK4"	"adentylate kinase (ITP)"	"[c] : amp + itp <==> adp + idp"	"Reversible"	"C_c"	-1000	1000	0	"(b0474)"	"Nucleotide Salvage Pathway"
"ADMDC"	"adenosylmethionine decarboxylase"	"[c] : amet + h --> ametam + co2"	"Irreversible"	"C_c"	0	1000	0	"(b0120)"	"Arginine and Proline Metabolism"
"ADNCYC"	"adenylate cyclase"	"[c] : atp --> camp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3806)"	"Nucleotide Salvage Pathway"
"ADNK1"	"adenosine kinase"	"[c] : adn + atp --> adp + amp + h"	"Irreversible"	"C_c"	0	1000	0	"(b0474)"	"Nucleotide Salvage Pathway"
"ADNUC"	"adenosine hydrolase"	"[c] : adn + h2o --> ade + rib_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b0030)"	"Alternate Carbon Metabolism"
"ADNt2pp"	"adenosine transport in via proton symport (periplasm)"	"adn[p] + h[p] --> adn[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964) or (b2393)"	"Transport, Inner Membrane"
"ADNt2rpp"	"adenosine transport in via proton symport, reversible (periplasm)"	"adn[p] + h[p] <==> adn[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b2406)"	"Transport, Inner Membrane"
"ADNtex"	"adenosine transport via diffusion (extracellular to periplasm)"	"adn[e] <==> adn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0411)"	"Transport, Outer Membrane"
"ADOCBIK"	"Adenosyl cobinamide kinase"	"[c] : adocbi + atp --> adocbip + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b1993)"	"Cofactor and Prosthetic Group Biosynthesis"
"ADOCBLS"	"Adenosylcobalamin 5'-phosphate synthase"	"[c] : agdpcbi + rdmbzi --> adocbl + gmp + h"	"Irreversible"	"C_c"	0	1000	0	"(b1992)"	"Cofactor and Prosthetic Group Biosynthesis"
"ADOCBLabcpp"	"Adenosylcobalamin transport via ABC system (periplasm)"	"adocbl[p] + atp[c] + h2o[c] --> adocbl[c] + adp[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1709) and (b0158) and (b1711)"	"Transport, Inner Membrane"
"ADOCBLtonex"	"Adenosylcobalimin transport via ton system (extermal)"	"adocbl[e] + h[p] --> adocbl[p] + h[c]"	"Irreversible"	"C_e, C_p, C_c"	0	1000	0	"(b3005 and b3006 and b1252) and (b3966)"	"Transport, Outer Membrane"
"ADPRDP"	"ADPribose diphosphatase"	"[c] : adprib + h2o --> amp + (2) h + r5p"	"Irreversible"	"C_c"	0	1000	0	"(b3397)"	"Nucleotide Salvage Pathway"
"ADPT"	"adenine phosphoribosyltransferase"	"[c] : ade + prpp --> amp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0469)"	"Nucleotide Salvage Pathway"
"ADSK"	"adenylyl-sulfate kinase"	"[c] : aps + atp --> adp + h + paps"	"Irreversible"	"C_c"	0	1000	0	"(b2750)"	"Cysteine Metabolism"
"ADSL1r"	"adenylsuccinate lyase"	"[c] : dcamp <==> amp + fum"	"Reversible"	"C_c"	-1000	1000	0	"(b1131)"	"Purine and Pyrimidine Biosynthesis"
"ADSL2r"	"adenylosuccinate lyase"	"[c] : 25aics <==> aicar + fum"	"Reversible"	"C_c"	-1000	1000	0	"(b1131)"	"Purine and Pyrimidine Biosynthesis"
"ADSS"	"adenylosuccinate synthase"	"[c] : asp_DASH_L + gtp + imp --> dcamp + gdp + (2) h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b4177)"	"Purine and Pyrimidine Biosynthesis"
"AGDC"	"N-acetylglucosamine-6-phosphate deacetylase"	"[c] : acgam6p + h2o --> ac + gam6p"	"Irreversible"	"C_c"	0	1000	0	"(b0677)"	"Alternate Carbon Metabolism"
"AGM3PA"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase"	"[c] : anhgm3p + h2o --> LalaDgluMdap + anhgm"	"Irreversible"	"C_c"	0	1000	0	"(b0110)"	"Murein Recycling"
"AGM3PApp"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)"	"[p] : anhgm3p + h2o --> LalaDgluMdap + anhgm"	"Irreversible"	"C_p"	0	1000	0	"(b2435) or (b4169) or (b2817)"	"Murein Recycling"
"AGM3PH"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase"	"[c] : anhgm3p + h2o --> acgam + anhm3p"	"Irreversible"	"C_c"	0	1000	0	"(b1107)"	"Murein Recycling"
"AGM3Pt2pp"	"GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)"	"anhgm3p[p] + h[p] --> anhgm3p[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0433)"	"Murein Recycling"
